timestamp	candidate_sha256	research_score	dev_ir	val_ir	sharpe	cagr	max_dd	alpha_tstat	turnover	holdout_sharpe_diagnostic	holdout_cagr_diagnostic	n_dev	n_val	n_holdout	notes
2026-09-05T18:57:08+00:00	1045af9a51ab	-0.027421791589037587	0.3211608808361317	-0.027421791589037587	0.950344416565692	0.19232800257359672	-0.23875958448091428	2.435906774946615	0.5033333333333334	1.519412728173158	0.18407953874450445	36	24	17	
2026-09-05T19:01:35+00:00	1045af9a51ab	-0.027421791589037587	0.3211608808361317	-0.027421791589037587	0.950344416565692	0.19232800257359672	-0.23875958448091428	2.435906774946615	0.5033333333333334	1.519412728173158	0.18407953874450445	36	24	17	
2026-09-05T20:32:37+00:00	79971ea7ddbc	-0.341317713802087	0.24535008316374093	-0.341317713802087	0.768846126135113	0.1450195422314542	-0.2538144234468426	2.0718840229647113	0.47777777777777775	1.7490772334888713	0.2541461755513088	36	24	17	
2026-09-05T20:33:00+00:00	23057b956a11	-0.083705446706241	0.3235251035819907	-0.083705446706241	0.9339257196397124	0.18746845725204775	-0.23250609529776822	2.404390435971265	0.47333333333333333	1.6596356936654717	0.2014095471601367	36	24	17	
2026-09-05T20:33:51+00:00	c270b0881abe	-0.007432759945930765	0.321843783206776	-0.007432759945930765	1.0578111987693088	0.19543269876415126	-0.22781598423532012	2.7102817157074757	0.2588888888888889	1.453012966990026	0.1646935872717299	36	24	17	
2026-09-05T20:34:04+00:00	288600b000c9	-0.1083860605716026	0.3502263598046246	-0.1083860605716026	1.0560526889489277	0.19224089956402524	-0.21673992585414603	2.73351095475868	0.2077777777777778	1.4536487446155235	0.16936885708699068	36	24	17	
2026-09-05T20:34:16+00:00	55966e09925c	-0.06986238218020321	0.4135051632263637	-0.06986238218020321	1.0496011795844773	0.21150697447588174	-0.201481647362445	2.6630632103587053	0.38222222222222224	1.2727054908953053	0.16624009378172122	36	24	17	
2026-09-05T20:34:28+00:00	0e5947ef9eb8	-0.1675990508445712	0.3081791900694798	-0.1675990508445712	0.905077070330296	0.1763770630017747	-0.19371170054652975	2.391545751536282	0.30222222222222234	1.205870469632472	0.12713689535087447	36	24	17	
2026-09-05T20:34:43+00:00	eb9df6200663	-0.2376789053222435	0.300318713412368	-0.2376789053222435	0.9220137275305867	0.16523498360596833	-0.22012803834619155	2.4599750906168	0.23333333333333336	1.5056619276527672	0.17042256170572045	36	24	17	
2026-09-05T20:35:04+00:00	a7e36705fa58	-0.022777004604269742	0.34425222197559796	-0.022777004604269742	1.0739993812469968	0.19966998089942778	-0.22781598423532012	2.745659229401882	0.25333333333333335	1.3883538029484044	0.15885680417726356	36	24	17	
2026-09-05T20:35:26+00:00	6622c1437f3c	0.012408885703563258	0.2717213694776115	0.012408885703563258	1.1196324165335994	0.1883271063123111	-0.17762927420273356	2.9027388221353254	0.10888888888888888	1.6308727355575803	0.29508415692887646	36	24	17	
2026-09-05T20:35:39+00:00	b8cc1ddf98d4	-0.07694540169806903	0.28960719346238845	-0.07694540169806903	1.1414655474379054	0.1862779162310675	-0.19467826175026182	2.9840776466362837	0.07888888888888891	1.5806926509255437	0.33154467737582216	36	24	17	
2026-09-05T20:35:52+00:00	fb1762313e3e	-0.035536623163034464	0.2915777600983408	-0.035536623163034464	1.082027070306073	0.18843664903307067	-0.19159647698436555	2.8152435161426967	0.1388888888888889	1.5042838098575277	0.22689193209675174	36	24	17	
2026-09-05T20:36:37+00:00	c256bb160ffc	0.012408885703563258	0.2717213694776115	0.012408885703563258	1.1196324165335994	0.1883271063123111	-0.17762927420273356	2.9027388221353254	0.10888888888888888	1.6308727355575803	0.29508415692887646	36	24	17	
2026-09-05T20:37:01+00:00	b67cf1b044aa	-0.23123006107849614	0.2847721384902966	-0.23123006107849614	1.0668791440575505	0.1722104713481305	-0.19258466229305582	2.8405155371021564	0.08555555555555557	1.7718000305079489	0.331897992202864	36	24	17	
2026-09-05T20:37:27+00:00	62ea802d2ac7	-0.3349707571256828	0.28630397276999164	-0.3349707571256828	0.9939838630391149	0.1615559825869528	-0.18404602334642017	2.647999476047861	0.10888888888888888	1.8902289821252458	0.2889445195331455	36	24	17	
2026-09-05T20:38:00+00:00	b7fc7f7e8f0d	-0.06276996176344858	0.27186231577708886	-0.06276996176344858	1.1121818775268066	0.18223798680660086	-0.16347111556857152	2.9286594963332857	0.1088888888888889	1.3386831955471048	0.2184600531982288	36	24	17	
2026-09-05T20:38:32+00:00	3a1bc3e13d2b	-0.007432759945930765	0.321843783206776	-0.007432759945930765	1.0578111987693088	0.19543269876415126	-0.22781598423532012	2.7102817157074757	0.2588888888888889	1.453012966990026	0.1646935872717299	36	24	17	
2026-09-05T20:39:05+00:00	f13724a97270	0.012408885703563258	0.2717213694776115	0.012408885703563258	1.1196324165335994	0.1883271063123111	-0.17762927420273356	2.9027388221353254	0.10888888888888888	1.6308727355575803	0.29508415692887646	36	24	17	
2026-09-05T20:39:20+00:00	afbe13977fbc	-0.04059530495431904	0.29939766261214534	-0.04059530495431904	1.0731799262760429	0.18954318936907422	-0.20724947628418322	2.797233755387064	0.16888888888888895	1.569314503388343	0.22542883396119162	36	24	17	
