timestamp	candidate_sha256	research_score	dev_ir	val_ir	sharpe	cagr	beta	alpha	max_dd	alpha_tstat	turnover	holdout_sharpe_diagnostic	holdout_cagr_diagnostic	n_dev	n_val	n_holdout	notes
2026-09-05T20:57:56+00:00	9a74e7fcb89d	0.114301221439088	1.2430657825116984	0.114301221439088	0.9339257196397124	0.18746845725204775	0.9753975011094581	0.0586390538398614	-0.23250609529776822	1.6640892107557212	0.47333333333333333	1.6596356936654717	0.2014095471601367	36	24	17	
2026-09-05T20:58:07+00:00	fda4a080d70a	0.26429814327717926	0.879029761773007	0.26429814327717926	1.0739993812469968	0.19966998089942778	0.8297340285878704	0.08498218465911223	-0.22781598423532012	2.1016574339306984	0.25333333333333335	1.3883538029484044	0.15885680417726356	36	24	17	
2026-09-05T20:58:11+00:00	1385a8fb51fb	0.3619621182484785	0.6707351690770649	0.3619621182484785	1.1196324165335994	0.1883271063123111	0.7603016093719698	0.08138710915255516	-0.17762927420273356	2.457521228742839	0.10888888888888888	1.6308727355575803	0.29508415692887646	36	24	17	
2026-09-05T20:58:14+00:00	226de9c746c3	0.2507255372602099	0.7392233360407533	0.2507255372602099	1.1414655474379054	0.1862779162310675	0.7545814625470346	0.07962400009557699	-0.19467826175026182	2.8349153797162123	0.07888888888888891	1.5806926509255437	0.33154467737582216	36	24	17	
2026-09-05T20:58:18+00:00	0bface9ec998	0.22900931480748585	0.7417664750399227	0.22900931480748585	1.082027070306073	0.18843664903307067	0.7786753679828039	0.08012521810782683	-0.19159647698436555	2.165585485274649	0.1388888888888889	1.5042838098575277	0.22689193209675174	36	24	17	
2026-09-05T20:58:21+00:00	a5ecc3c8b842	0.3619621182484785	0.6707351690770649	0.3619621182484785	1.1196324165335994	0.1883271063123111	0.7603016093719698	0.08138710915255516	-0.17762927420273356	2.457521228742839	0.10888888888888888	1.6308727355575803	0.29508415692887646	36	24	17	
2026-09-05T20:58:25+00:00	ee9a961dc802	-0.19761770241097562	0.7300506941732632	-0.19761770241097562	1.0668791440575505	0.1722104713481305	0.7517478136322437	0.06789354837209671	-0.19258466229305582	2.3676647593654945	0.08555555555555557	1.7718000305079489	0.331897992202864	36	24	17	
2026-09-05T20:58:30+00:00	6afc9fb064cf	0.2699764605100673	0.7535026243733557	0.2699764605100673	1.0829357813286657	0.19149533920924866	0.7913870976984813	0.08158369034616031	-0.2028884596107513	2.1701598177929857	0.26222222222222225	1.2363490301283866	0.13329413106946197	36	24	17	
2026-09-06T01:25:14+00:00	9a74e7fcb89d	0.114301221439088	1.2430657825116984	0.114301221439088	0.9339257196397124	0.18746845725204775	0.9753975011094581	0.0586390538398614	-0.23250609529776822	1.6640892107557212	0.47333333333333333	1.6596356936654717	0.2014095471601367	36	24	17	
2026-09-06T01:25:25+00:00	fda4a080d70a	0.26429814327717926	0.879029761773007	0.26429814327717926	1.0739993812469968	0.19966998089942778	0.8297340285878704	0.08498218465911223	-0.22781598423532012	2.1016574339306984	0.25333333333333335	1.3883538029484044	0.15885680417726356	36	24	17	
2026-09-06T01:25:29+00:00	1385a8fb51fb	0.3619621182484785	0.6707351690770649	0.3619621182484785	1.1196324165335994	0.1883271063123111	0.7603016093719698	0.08138710915255516	-0.17762927420273356	2.457521228742839	0.10888888888888888	1.6308727355575803	0.29508415692887646	36	24	17	
2026-09-06T01:25:33+00:00	226de9c746c3	0.2507255372602099	0.7392233360407533	0.2507255372602099	1.1414655474379054	0.1862779162310675	0.7545814625470346	0.07962400009557699	-0.19467826175026182	2.8349153797162123	0.07888888888888891	1.5806926509255437	0.33154467737582216	36	24	17	
2026-09-06T01:25:36+00:00	0bface9ec998	0.22900931480748585	0.7417664750399227	0.22900931480748585	1.082027070306073	0.18843664903307067	0.7786753679828039	0.08012521810782683	-0.19159647698436555	2.165585485274649	0.1388888888888889	1.5042838098575277	0.22689193209675174	36	24	17	
2026-09-06T01:25:40+00:00	a5ecc3c8b842	0.3619621182484785	0.6707351690770649	0.3619621182484785	1.1196324165335994	0.1883271063123111	0.7603016093719698	0.08138710915255516	-0.17762927420273356	2.457521228742839	0.10888888888888888	1.6308727355575803	0.29508415692887646	36	24	17	
2026-09-06T01:25:44+00:00	ee9a961dc802	-0.19761770241097562	0.7300506941732632	-0.19761770241097562	1.0668791440575505	0.1722104713481305	0.7517478136322437	0.06789354837209671	-0.19258466229305582	2.3676647593654945	0.08555555555555557	1.7718000305079489	0.331897992202864	36	24	17	
2026-09-06T01:25:49+00:00	6afc9fb064cf	0.2699764605100673	0.7535026243733557	0.2699764605100673	1.0829357813286657	0.19149533920924866	0.7913870976984813	0.08158369034616031	-0.2028884596107513	2.1701598177929857	0.26222222222222225	1.2363490301283866	0.13329413106946197	36	24	17	
2026-09-06T01:25:56+00:00	1035682d1b55	0.2268433317229794	0.7661361682412854	0.2268433317229794	1.0731799262760429	0.18954318936907422	0.7929381565053023	0.07963129344410508	-0.20724947628418322	2.134130114490816	0.16888888888888895	1.569314503388343	0.22542883396119162	36	24	17	
2026-09-06T01:26:02+00:00	b1bfac83da6d	-0.2793636697570599	0.4988741944896513	-0.2793636697570599	0.9054743543643202	0.15643113396757147	0.7902817974373184	0.05185654345158844	-0.23493241519763797	1.3123681699624938	0.2644444444444444	1.54745356237813	0.16375136456925588	36	24	17	
2026-09-06T01:26:05+00:00	4e7d6812749a	0.3618686247986272	0.6707351690770652	0.3618686247986272	1.1101593668122647	0.1881571280223473	0.7661743587907709	0.0806654346852184	-0.17762927420273356	2.3998269820107345	0.10888888888888888	1.5899824951546757	0.281692183185978	36	24	17	
2026-09-06T01:26:09+00:00	2886a01b0d11	0.2507255372602097	0.7392233360407533	0.2507255372602097	1.1414655474379056	0.1862779162310675	0.7545814625470346	0.079624000095577	-0.19467826175026182	2.8349153797162128	0.07888888888888891	1.5549775940069532	0.3216510859627255	36	24	17	
2026-09-06T01:26:13+00:00	83b2168ccb9b	0.20482884543218596	0.779798582250125	0.20482884543218596	1.0879067636588038	0.1894331337592594	0.7806070401196401	0.08069376715364862	-0.1920609490077092	2.2119139712446154	0.1388888888888889	1.492394515637265	0.21975955492951904	36	24	17	
2026-09-06T01:27:29+00:00	70efd3f87233	0.2529114690281625	1.1879915565125245	0.2529114690281625	0.950344416565692	0.19232800257359672	0.9782279920755116	0.06259399966854567	-0.23875958448091428	1.7484967293354627	0.5033333333333334	1.519412728173158	0.18407953874450445	36	24	17	
2026-09-06T01:27:33+00:00	307fed1f8c62	-0.58687259616799	0.8619161073963627	-0.58687259616799	0.768846126135113	0.1450195422314542	0.9644120078056135	0.022279763777610304	-0.2538144234468426	0.6949386851912145	0.47777777777777775	1.7490772334888713	0.2541461755513088	36	24	17	
2026-09-06T01:27:36+00:00	9a74e7fcb89d	0.114301221439088	1.2430657825116984	0.114301221439088	0.9339257196397124	0.18746845725204775	0.9753975011094581	0.0586390538398614	-0.23250609529776822	1.6640892107557212	0.47333333333333333	1.6596356936654717	0.2014095471601367	36	24	17	
2026-09-06T01:27:40+00:00	aa66d6a837b7	0.30201839602641317	0.7916393273372295	0.30201839602641317	1.0578111987693088	0.19543269876415126	0.8269243235846816	0.08166437575620716	-0.22781598423532012	2.0270660887029672	0.2588888888888889	1.453012966990026	0.1646935872717299	36	24	17	
2026-09-06T01:27:44+00:00	a4abd874c389	0.060590933569300315	0.8776254274908378	0.060590933569300315	1.0560526889489277	0.19224089956402524	0.8178625058127967	0.079737550988081	-0.21673992585414603	2.0349463559863707	0.2077777777777778	1.4536487446155235	0.16936885708699068	36	24	17	
2026-09-06T01:27:48+00:00	8ffc1296508d	0.15612231757013081	1.732561968096081	0.15612231757013081	1.0496011795844773	0.21150697447588174	0.9559832378413111	0.08069250184054552	-0.201481647362445	2.3722868323527195	0.38222222222222224	1.2727054908953053	0.16624009378172122	36	24	17	
2026-09-06T01:27:51+00:00	da5c5d312a1d	-0.09600934710487852	1.2222942964308245	-0.09600934710487852	0.905077070330296	0.1763770630017747	0.9547997555334072	0.05082271674772686	-0.19371170054652975	1.5157024227846265	0.30222222222222234	1.205870469632472	0.12713689535087447	36	24	17	
2026-09-06T01:27:55+00:00	56d24059975c	-0.2784835078265299	0.7552113006193177	-0.2784835078265299	0.9220137275305867	0.16523498360596833	0.8233923520666511	0.055834069865066505	-0.22012803834619155	1.4023226337770556	0.23333333333333336	1.5056619276527672	0.17042256170572045	36	24	17	
2026-09-06T01:27:59+00:00	fda4a080d70a	0.26429814327717926	0.879029761773007	0.26429814327717926	1.0739993812469968	0.19966998089942778	0.8297340285878704	0.08498218465911223	-0.22781598423532012	2.1016574339306984	0.25333333333333335	1.3883538029484044	0.15885680417726356	36	24	17	
2026-09-06T01:28:03+00:00	1385a8fb51fb	0.3619621182484785	0.6707351690770649	0.3619621182484785	1.1196324165335994	0.1883271063123111	0.7603016093719698	0.08138710915255516	-0.17762927420273356	2.457521228742839	0.10888888888888888	1.6308727355575803	0.29508415692887646	36	24	17	
2026-09-06T01:28:07+00:00	226de9c746c3	0.2507255372602099	0.7392233360407533	0.2507255372602099	1.1414655474379054	0.1862779162310675	0.7545814625470346	0.07962400009557699	-0.19467826175026182	2.8349153797162123	0.07888888888888891	1.5806926509255437	0.33154467737582216	36	24	17	
2026-09-06T01:28:11+00:00	0bface9ec998	0.22900931480748585	0.7417664750399227	0.22900931480748585	1.082027070306073	0.18843664903307067	0.7786753679828039	0.08012521810782683	-0.19159647698436555	2.165585485274649	0.1388888888888889	1.5042838098575277	0.22689193209675174	36	24	17	
2026-09-06T01:28:15+00:00	a5ecc3c8b842	0.3619621182484785	0.6707351690770649	0.3619621182484785	1.1196324165335994	0.1883271063123111	0.7603016093719698	0.08138710915255516	-0.17762927420273356	2.457521228742839	0.10888888888888888	1.6308727355575803	0.29508415692887646	36	24	17	
